Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
52,-0.167939,-4.381679,2.778626,-0.589355,-0.035034,0.805908,0,0,0
55,0.198473,-4.274809,2.916031,-0.588989,-0.034546,0.804077,0,0,0
58,0.244275,-4.274809,2.900763,-0.591553,-0.032471,0.807617,0,0,0
61,0.244275,-4.137405,2.900763,-0.585205,-0.026978,0.806396,0,0,0
64,0.076336,-3.984733,2.900763,-0.586304,-0.026245,0.809448,0,0,0
67,-0.015267,-3.725191,2.916031,-0.587158,-0.026978,0.808838,0,0,0
70,-0.122137,-3.572519,2.839695,-0.586548,-0.027832,0.807861,0,0,0
73,-0.183206,-3.29771,2.870229,-0.583862,-0.029541,0.806274,0,0,0
76,-0.305344,-3.099237,3.007634,-0.584351,-0.03064,0.809692,0,0,0
79,-0.351145,-2.946565,2.870229,-0.585815,-0.027344,0.804688,0,0,0
82,-0.610687,-2.778626,3.007634,-0.587402,-0.018677,0.805786,0,0,0
85,-1.435115,-2.671756,2.839695,-0.584229,-0.013916,0.806885,0,0,0
88,-2.015267,-2.48855,2.625954,-0.588257,-0.018188,0.807617,0,0,0
91,-2.381679,-2.396947,2.610687,-0.58728,-0.031616,0.807007,0,0,0
94,-2.473282,-2.137405,2.70229,-0.584961,-0.035034,0.806274,0,0,0
97,-2.167939,-1.801527,2.778626,-0.586182,-0.034546,0.806885,0,0,0
100,-2.183206,-1.633588,3.068702,-0.589478,-0.030884,0.809326,0,0,0
103,-2.091603,-1.435115,3.114504,-0.588501,-0.03479,0.80896,0,0,0
106,-2.137405,-1.145038,3.374046,-0.587524,-0.033203,0.809204,0,0,0
109,-2.21374,-1.007634,3.648855,-0.58606,-0.0354,0.807007,0,0,0
112,-2.045802,-0.641221,3.770992,-0.58667,-0.035278,0.808838,0,0,0
115,-1.923664,-0.473282,3.862595,-0.585449,-0.033691,0.806519,0,0,0
118,-1.908397,-0.167939,4.320611,-0.585571,-0.033813,0.809082,0,0,0
121,-1.984733,0.183206,4.381679,-0.582886,-0.033081,0.809937,0,0,0
124,-1.847328,0.412214,4.70229,-0.58606,-0.03772,0.807983,0,0,0
127,-1.755725,0.824427,4.916031,-0.585205,-0.038574,0.810547,0,0,0
130,-1.419847,1.114504,5.389313,-0.583252,-0.038696,0.80957,0,0,0
133,-1.160305,1.40458,5.541985,-0.588989,-0.037476,0.80896,0,0,0
136,-0.992366,1.603053,5.89313,-0.587646,-0.039673,0.809326,0,0,0
139,-0.900763,1.877863,6.091603,-0.58606,-0.036987,0.805908,0,0,0
142,-0.564885,2.290076,6.396947,-0.59082,-0.033936,0.80603,0,0,0
145,-0.503817,2.320611,6.610687,-0.587524,-0.034058,0.806396,0,0,0
148,-0.290076,2.427481,6.80916,-0.588989,-0.034912,0.805298,0,0,0
151,-0.274809,2.580153,7.007634,-0.590088,-0.032349,0.808716,0,0,0
154,-0.335878,2.48855,7.114504,-0.587769,-0.03125,0.803955,0,0,0
157,-0.412214,2.549618,7.114504,-0.593384,-0.030518,0.804199,0,0,0
160,-0.48855,2.503817,7.19084,-0.589355,-0.030151,0.804077,0,0,0
163,-0.59542,2.458015,7.267176,-0.592285,-0.028931,0.803345,0,0,0
166,-0.580153,2.366412,7.236641,-0.594482,-0.033691,0.799561,0,0,0
169,-0.534351,2.366412,7.450382,-0.591309,-0.0354,0.805298,0,0,0
